"corpus","war_wikipedia_2021"
"1198",2
"1507",2
"arno",2
"obscura",2
"hensley",2
"arnott",2
"742",2
"hentzia",2
"1319",2
"observações",2
"1508",2
"occ",2
"coudenhove-kalergi",2
"around",2
"occidentale",2
"arq",2
"herculais",2
"1786",2
"747",2
"crane",2
"19p-20p",2
"748",2
"749",2
"ocskay",2
"octhebius",2
"1509",2
"océanographique",2
"hernando",2
"11.",2
"odin",2
"arsobispo",2
"herpetologica",2
"odette",2
"cremastini",2
"odonatenfauna",2
"1788.",2
"cremona",2
"herrn",2
"1039",2
"crete",2
"1a-e",2
"1-19",2
"752",2
"751",2
"ohlin",2
"ohm",2
"hess",2
"hesperophanini",2
"754",2
"ohwada",2
"753",2
"755",2
"crocinae",2
"oliarus",2
"heteroconis",2
"758",2
"okuda",2
"759",2
"crosby",2
"olongapo",2
"olympic",2
"oliver",2
"om",2
"heteropoda",2
"760",2
"artículos",2
"761",2
"1513",2
"crustaceos",2
"1320",2
"762",2
"arx",2
"763",2
"309-313",2
"1321",2
"heyden",2
"heyograpikal",2
"ontogenia",2
"heyograpiko",2
"asa",2
"onza",2
"750",2
"omani",2
"1–6",2
"765",2
"766",2
"1322",2
"opinion",2
"ascogaster",2
"769",2
"ctenostomatida",2
"opisyales",2
"higamit",2
"ctesiphon",2
"highlands",2
"ophryotrocha",2
"cuatrecasas",2
"31-32.",2
"1323",2
"1517",2
"1516",2
"hilg",2
"asgard",2
"1793",2
"orgeriaria",2
"77-82",2
"orb-weaving",2
"1-35.",2
"oribatidae",2
"himalayas",2
"1324",2
"oriente",2
"origin",2
"1794",2
"oriopsis",2
"hinapon",2
"772",2
"771",2
"773",2
"cunha",2
"orphnus",2
"orstom",2
"774",2
"orthop",2
"1796",2
"1325",2
"1519",2
"hinton",2
"776",2
"hinz",2
"1515",2
"orthoschema",2
"778",2
"asilidae",2
"779",2
"hippopsini",2
"hippopsis",2
"1326",2
"hira",2
"781",2
"783",2
"ota",2
"cyatholipidae",2
"otho",2
"1/3",2
"784",2
"otte",2
"786",2
"asparuh",2
"787",2
"cymothoidae",2
"1327",2
"cynipidae",2
"12(2",2
"ovid",2
"ovtchinnikov",2
"ouest-palearctiques",2
"789",2
"cynoglossidae",2
"owen",2
"1328",2
"1522",2
"oxyopidae",2
"oxyptila",2
"cyprinodontiformes",2
"2-7",2
"histriobdellidae",2
"hitherto",2
"1100",2
"1523",2
"ozyptila",2
"cyrtacanthacridinae",2
"hiunong",2
"asservata",2
"1329",2
"p.h",2
"hochreutiner",2
"assis-pujol",2
"hoese",2
"association",2
"oxya",2
"p.v",2
"cyrtodactylus",2
"p.s",2
"hoffmann",2
"pacif",2
"pachygnatha",2
"hohen",2
"1526",2
"padi",2
"cérambycides",2
"791",2
"hole",2
"częstochówka",2
"790",2
"1527",2
"1101",2
"793",2
"1041",2
"795",2
"794",2
"1528",2
"astragalus",2
"pagbalyo",2
"holotrichia",2
"cétonines",2
"astrologo",2
"pagbotos",2
"798",2
"797",2
"1529",2
"1102",2
"astronomiya",2
"pagdumara",2
"paghiusa",2
"holzzerstorenden",2
"pagkabungkag",2
"homer",2
"8(2",2
"daday",2
"homolobus",2
"paglabay",2
"paglantaw",2
"homonymies",2
"133-140",2
"paglingkod",2
"pagpagawas",2
"799",2
"dacnusa",2
"atacama",2
"dakota",2
"pagpintor",2
"dalens",2
"homoptères",2
"pagsulog",2
"dalz",2
"pagsakop",2
"dam",2
"800",2
"honshu",2
"atena",2
"803",2
"802",2
"hoog",2
"804",2
"ater",2
"hoogmoed",2
"pakikipag-away",2
"805",2
"806",2
"athens",2
"hoplia",2
"palaemonidae",2
"danay",2
"damselfish",2
"athias-henriot",2
"18.",2
"athos",2
"1043",2
"horn",2
"atk",2
"paleartic",2
"1531",2
"atlantic",2
"1532",2
"danilo",2
"palm",2
"hortobagy",2
"atlantique",2
"danser",2
"palpada",2
"hosoya",2
"2004new",2
"danish",2
"atmospera",2
"host",2
"pamaagi",2
"atmosperika",2
"dang",2
"atoll",2
"pamilya",2
"810",2
"1534",2
"1800",2
"darboux",2
"pan-administratibo",2
"pan",2
"813",2
"1331",2
"darudako",2
"pan-pacif",2
"814",2
"pamulong",2
"pana",2
"815",2
"panahón",2
"817",2
"1105",2
"hubbell",2
"hubei",2
"816",2
"818",2
"panegyrtes",2
"pang",2
"panamá",2
"datu",2
"pangio",2
"819",2
"panglao",2
"panhenero",2
"panhilabotay",2
"1106",2
"panhimagas",2
"atypidae",2
"huhndorf",2
"1333",2
"821",2
"davies",2
"panit",2
"aubert",2
"822",2
"hull",2
"auchenorhyncha",2
"823",2
"1539",2
"dbar",2
"1334",2
"824",2
"8.",2
"pamphaginae",2
"daudin",2
"2005taxonomic",2
"1201",2
"hunan",2
"826",2
"1335",2
"hungarico",2
"829",2
"hungarya",2
"audubon",2
"december",2
"hungaryano",2
"deborah",2
"1540",2
"2006b",2
"hunziker",2
"papadoulis",2
"decticinae",2
"1808",2
"1541",2
"deeleman-reinhold",2
"828",2
"pap",2
"hutch",2
"augustus",2
"1336",2
"hybosoridae",2
"831",2
"1108",2
"33-42",2
"830",2
"degli",2
"hydrobiologie",2
"1203",2
"1542",2
"paracycloptera",2
"dekada",2
"paraense",2
"834",2
"hydroxide",2
"1338",2
"delias",2
"2007b",2
"paralamyctes",2
"838",2
"paramimistena",2
"1045",2
"delineavit",2
"hymenopteren",2
"1107",2
"1339",2
"hymenopterous",2
"parapholidoptera",2
"1545",2
"paraphytus",2
"hypogean",2
"1046",2
"1205",2
"demange",2
"parasitising",2
"842",2
"843",2
"paratropus",2
"844",2
"australica",2
"parasitica",2
"pardalis",2
"pareho",2
"hölzel",2
"847",2
"australiensis",2
"australis",2
"1548",2
"australischen",2
"848",2
"parnassiana",2
"i-vi",2
"i-viii",2
"i-xii",2
"849",2
"1-10",2
"85(1",2
"densidad",2
"i.s.r",2
"austria",2
"austriano",2
"850",2
"dellacasa",2
"parenti",2
"parokya",2
"partikula",2
"departamento",2
"851",2
"iba-iba",2
"pass",2
"passerini",2
"853",2
"dericorys",2
"patatas",2
"855",2
"857",2
"patagonia",2
"856",2
"iceland",2
"austryano",2
"desbruyères",2
"patterson",2
"descoings",2
"859",2
"858",2
"autonomo",2
"ichneumoniden-typen",2
"1048",2
"patok",2
"paugnat-ha-kusog",2
"descripcion",2
"1209",2
"descriptae",2
"paulus",2
"pavesi",2
"pauropoda",2
"average",2
"ichthyology",2
"descriptos",2
"ida",2
"descriptive",2
"1049",2
"aviv",2
"862",2
"pectoralis",2
"863",2
"864",2
"865",2
"1550",2
"1340",2
"pelecopsis",2
"866",2
"867",2
"pegomya",2
"pelegrina",2
"ifugao",2
"pelvicachromis",2
"868",2
"det",2
"869",2
"1341",2
"pension",2
"deuterostomia",2
"ii-iii",2
"development",2
"341.",2
"devon",2
"azarkina",2
"1342",2
"periboeum",2
"ika-12",2
"azores",2
"ika-14",2
"perilampidae",2
"ika-16",2
"342-344",2
"açoréens",2
"344.",2
"870",2
"periope",2
"ika-3",2
"di-jin",2
"periscyphis",2
"872",2
"ika-48",2
"perinereis",2
"871",2
"873",2
"perlodidae",2
"b.k",2
"ika-9",2
"ika-lima",2
"diagnose",2
"b.m",2
"876",2
"ika-walo",2
"877",2
"b.s",2
"panrelihiyon",2
"pascual",2
"peruana",2
"2018.",2
"permamente",2
"persia",2
"diane",2
"1557",2
"ikapitó",2
"1558",2
"1344",2
"ikaupat",2
"petersbourg",2
"dichroplus",2
"346-348",2
"2022",2
"ill",2
"88.",2
"2023",2
"dictynidae",2
"illustrata",2
"peydro",2
"dictyoceratida",2
"back-arc",2
"phaeogenini",2
"882",2
"bacolod",2
"883",2
"iloilo",2
"2024",2
"phaneropteridae",2
"im",2
"pharaoh",2
"phasgonuridae",2
"baculum",2
"884",2
"phasmidae",2
"2027",2
"2028",2
"121-127",2
"888",2
"887",2
"imperiale",2
"baffin",2
"importante",2
"phlugis",2
"phoridae",2
"phoronida",2
"bagdasarian",2
"phoroncidia",2
"inanc",2
"bagge",2
"893",2
"2030",2
"bagis",2
"1348",2
"894",2
"included",2
"including",2
"phyllogomphus",2
"independensya",2
"independente",2
"phyllocnistidae",2
"index",2
"independiente",2
"2032",2
"baha",2
"1349",2
"phymatodes",2
"2033",2
"897",2
"indigenous",2
"bahamonde",2
"899",2
"phytodietus",2
"dinhi",2
"phytoecia",2
"indo-australische",2
"2035",2
"35-43",2
"indo-west",2
"bai",2
"1562",2
"2034",2
"pichon",2
"2036",2
"pierinae",2
"pieriden",2
"industriya",2
"diplazon",2
"pierre-henri",2
"indyan",2
"inermis",2
"202.",2
"photinus",2
"2037",2
"1211",2
"infimus",2
"infesting",2
"9-11.",2
"2040",2
"ingrisch",2
"2041",2
"9-13.",2
"2042",2
"inhenyeryo",2
"1212",2
"2043",2
"2044",2
"pinersyano",2
"initalyano",2
"2045",2
"balangiga",2
"pinortuges",2
"2046",2
"pilosopiya",2
"1567",2
"pinirmahan",2
"dismorphiinae",2
"inolandes",2
"ins",2
"1569",2
"insect",2
"1110",2
"2047",2
"pipefish",2
"pipira",2
"insecutor",2
"insekten",2
"pires",2
"pipoly",2
"1214",2
"balearic",2
"insetti",2
"instantanea",2
"pisera",2
"institusyon",2
"pisisista",2
"pilleri",2
"pinulungan",2
"pista",2
"distribuição",2
"instrumento",2
"balke",2
"insula",2
"insulis",2
"ball",2
"ballet",2
"piye",2
"piyes",2
"904",2
"placed",2
"205-209",2
"906",2
"907",2
"1111",2
"divergentes",2
"balogh",2
"1351",2
"1215",2
"908",2
"10-36.",2
"baltiko",2
"baltimore",2
"division",2
"planthopper",2
"balud",2
"pitsa",2
"planchon",2
"plant-lice",2
"91-104",2
"balzan",2
"bam",2
"91-92.",2
"1112",2
"2050",2
"2051",2
"platycypha",2
"introduction",2
"91.",2
"910",2
"2052",2
"plateau",2
"dmitriev",2
"platyzoa",2
"banchinae",2
"plectochorus",2
"913",2
"plectranthias",2
"bandar",2
"inés",2
"914",2
"plenary",2
"1570",2
"827",2
"1571",2
"banfi",2
"pito",2
"dobroruka",2
"2055",2
"doderoi",2
"915",2
"plowright",2
"doklady",2
"2057",2
"iphitime",2
"1218",2
"919",2
"2058",2
"2059",2
"1354",2
"917",2
"1573",2
"iranian",2
"bank",2
"1113",2
"1051",2
"920",2
"921",2
"irian",2
"domin",2
"politburo",2
"bao",2
"doi",2
"92.",2
"politique",2
"baptiste",2
"1114",2
"pollack",2
"baracunensis",2
"1356",2
"925",2
"1575",2
"isaac",2
"barasahon",2
"polychaetes",2
"2060",2
"ischionodonta",2
"domo",2
"366",2
"367",2
"polydesmidae",2
"ischnura",2
"polydesmus",2
"2063",2
"929",2
"367-372",2
"donnadieu",2
"polynemidae",2
"plácido",2
"923",2
"donnelly",2
"polynoe",2
"polynemus",2
"2065",2
"369",2
"2066",2
"pomonella",2
"barbosa",2
"pons",2
"2067",2
"pontificia",2
"1115",2
"doppler",2
"dorsalis",2
"barcelona",2
"isole",2
"isomerida",2
"popularis",2
"popyulasyon",2
"1053",2
"doug",2
"1359",2
"isopodi",2
"barker",2
"1577",2
"popillia",2
"barko",2
"pormal",2
"isperih",2
"portia",2
"934",2
"barnard",2
"israeli",2
"doze",2
"portuges",2
"issara",2
"position",2
"937",2
"938",2
"potograpiya",2
"935",2
"potassium",2
"939",2
"dragonflies",2
"powers",2
"ital",2
"italian",2
"2070",2
"1580",2
"2071",2
"1052",2
"932",2
"barrett",2
"940",2
"2072",2
"italyana",2
"943",2
"2073",2
"1117",2
"itoplectis",2
"1582",2
"itsura",2
"2075",2
"944",2
"945",2
"drosophilidae",2
"946",2
"drumm",2
"948",2
"949",2
"previously",2
"2077",2
"ivanovitsch",2
"371",2
"barugo",2
"prd",2
"1360",2
"2078",2
"primnoa",2
"2079",2
"prince",2
"1118",2
"1223",2
"prins",2
"1585",2
"373",2
"950",2
"pritchard",2
"primorsky",2
"prionidae",2
"951",2
"j.a.g",2
"1586",2
"953",2
"1362",2
"probisyonal",2
"2082",2
"base",2
"185-186",2
"proasellus",2
"955",2
"2083",2
"bashir",2
"j.n",2
"1-20.",2
"programmer",2
"958",2
"prokofiev",2
"1363",2
"jabalpur",2
"2085",2
"959",2
"dumont",2
"jackie",2
"376",2
"jacob",2
"2086",2
"propos",2
"377",2
"proseriata",2
"jaeger",2
"960",2
"producer",2
"duncan",2
"prostigmata",2
"dungganan",2
"1364",2
"jakhja",2
"proton",2
"duolandrevus",2
"378",2
"protoneuridae",2
"protracheoniscus",2
"1365",2
"1225",2
"bassus",2
"2089",2
"379",2
"provincia",2
"prusyano",2
"prutas",2
"209.",2
"prusya",2
"967",2
"batakan",2
"2090",2
"97-100",2
"2091",2
"941",2
"duhá",2
"protection",2
"pseudodiploexochus",2
"2092",2
"969",2
"dy",2
"1227",2
"batanes",2
"971",2
"janssens",2
"970",2
"bateman",2
"972",2
"159-166",2
"1367",2
"1057",2
"2096",2
"2097",2
"975",2
"976",2
"2098",2
"pteromalids",2
"d’entomologie",2
"java",2
"979",2
"batista",2
"2094",2
"psyllidologische",2
"978",2
"javed",2
"980",2
"pugnaxi",2
"e.c",2
"982",2
"981",2
"983",2
"punctulatus",2
"985",2
"1591",2
"jeekel",2
"battista",2
"1369",2
"punuan",2
"batu",2
"pure",2
"986",2
"jenner",2
"jenna",2
"jens",2
"jeremy",2
"dynastidae",2
"puno-nga-katunaan",2
"jerome",2
"385",2
"pusillus",2
"puydi",2
"jessica",2
"bayamo",2
"puwesto",2
"pwersa",2
"pwesto",2
"jian",2
"baybay",2
"21-22.",2
"pycnogaster",2
"1594",2
"pyrgomorphidae",2
"eccles",2
"ecdysozoa",2
"pérez-miles",2
"pérez",2
"péringuey",2
"993",2
"994",2
"1059",2
"388",2
"qiao",2
"qing",2
"quaregna",2
"996",2
"1596",2
"johansson",2
"johnny",2
"johnst",2
"ecological",2
"210.",2
"quebec",2
"ecology",2
"joly",2
"beck",2
"quintana",2
"2100",2
"quirino",2
"jong",2
"2093",2
"989",2
"qikiqtaaluk",2
"quoy",2
"edgecombe",2
"jordan",2
"bee",2
"josep",2
"jose",2
"edinburgh",2
"journ",2
"edition",2
"1599",2
"39-42",2
"edmond",2
"radashevsky",2
"ju",2
"edland",2
"edmundo",2
"juana",2
"eds.",2
"radyasyon",2
"radlkofer",2
"jujuy",2
"julian",2
"1121",2
"belarus",2
"julio",2
"390",2
"jun-hua",2
"raja",2
"eelpout",2
"rakovic",2
"eesti",2
"belgischen",2
"1230",2
"juno",2
"junta",2
"belgrado",2
"ramsay",2
"jurassic",2
"a.j",2
"ramakr",2
"ramsbottom",2
"raoiella",2
"ehiptano",2
"rariorum",2
"juárez",2
"eibye-jacobsen",2
"rassen",2
"1122",2
"a.m.j",2
"393",2
"k-pop",2
"re-assessment",2
"1370",2
"1600",2
"k.k.p",2
"394",2
"eisner",2
"1232",2
"k.r",2
"bemaerkninger",2
"kaaradman",2
"ekolohiya",2
"1123",2
"redefinition",2
"1371",2
"kabubkiran",2
"red",2
"ekosistema",2
"kabug-usan",2
"benderitter",2
"redtenbacher",2
"1372",2
"benedetto",2
"redia",2
"redwood",2
"kaczmarek",2
"doha",2
"reeve",2
"reggie",2
"el-hennawy",2
"aanteekeningen",2
"regias",2
"elaphidion",2
"elaphidionine",2
"1234",2
"elasmidae",2
"1124",2
"rehiyonal",2
"rehn",2
"benine",2
"reish",2
"1373",2
"kagurangan",2
"reichling",2
"rejzek",2
"electrono",2
"1374",2
"benoit",2
"relationships",2
"399",2
"1607",2
"kahimo",2
"kahitaas",2
"benthana",2
"1606",2
"eleotridae",2
"elena",2
"rep",2
"bento",2
"1375",2
"1125",2
"kalaksi",2
"1061",2
"kalb",2
"elitrais",2
"abou-awad",2
"1376",2
"resources",2
"elix",2
"elizabeth",2
"kaliding",2
"1236",2
"registro",2
"reports",2
"elitral",2
"ellsworth",2
"revisa",2
"berland",2
"revisión",2
"1001",2
"1377",2
"berlin-dahlem",2
"kalyptorhynchia",2
"1126",2
"kamath",2
"reynato",2
"kamchatka",2
"kamijo",2
"rhaphiptera",2
"abu",2
"rhaconotus",2
"1062",2
"bernard",2
"rhodesia",2
"1239",2
"1378",2
"revised",2
"rhacocleis",2
"1610",2
"kamura",2
"ribaut",2
"bernhard",2
"1379",2
"richter",2
"kanasuran",2
"kanawayan",2
"1063",2
"berothidae",2
"4-5",2
"encyclopédie",2
"bertaco",2
"1127",2
"encyrtid",2
"riles",2
"kanhekar",2
"abraham",2
"endaseina",2
"ridge",2
"rineloricaria",2
"1002",2
"kanoniko",2
"rivulus",2
"1612",2
"endlicher",2
"1613",2
"1003",2
"enderl",2
"enghoff",2
"1614",2
"1128",2
"beständen",2
"kapitolyo",2
"rodrigo",2
"1064",2
"rodney",2
"kapuropod",2
"kapuropud-an",2
"kapurupod-an",2
"rivera",2
"acanthormius",2
"1615",2
"kar",2
"karabag",2
"acarologische",2
"1878.",2
"1129",2
"rolf",2
"romana",2
"accademia",2
"accola",2
"ron",2
"romantisismo",2
"karelia",2
"karel",2
"karen",2
"rondon",2
"karg",2
"roo",2
"entomologické",2
"river",2
"rosaura",2
"1065",2
"1619",2
"entomologists",2
"1380",2
"entomophaga",2
"rousseau",2
"karyotypes",2
"bibliographique",2
"1241",2
"rubik",2
"kastila",2
"bibliography",2
"1004",2
"1381",2
"rudow",2
"ruffoi",2
"kat-bilyones",2
"roze",2
"rudolf",2
"1242",2
"kat-milyones",2
"kataliwan",2
"epekto",2
"405-409",2
"rupert",2
"1066",2
"russ",2
"eosentomon",2
"katedral",2
"kathetostoma",2
"russischen",2
"rust",2
"acrida",2
"ruthe",2
"russula",2
"1243",2
"epirhyssa",2
"endemism",2
"episinus",2
"acridiae",2
"406",2
"eosentomidae",2
"russo",2
"rydberg",2
"ryke",2
"1384",2
"rza",2
"rzazade",2
"408",2
"er",2
"règne",2
"binayaan",2
"katuna-an",2
"acridiodeen",2
"1005",2
"1067",2
"río",2
"rützler",2
"1385",2
"1244",2
"s.b",2
"kaunan",2
"s.h",2
"kaur",2
"1620",2
"röber",2
"40a-k",2
"kavallieratos",2
"binulgarya",2
"1386",2
"sa",2
"saaristo",2
"biogeographical",2
"s.w",2
"acropolis",2
"sabado",2
"sabellariidae",2
"kazuaki",2
"1623",2
"sabot",2
"1624",2
"keane",2
"1387",2
"erigoninae",2
"sagami",2
"1-23",2
"erigonid",2
"1625",2
"keiichi",2
"kelantan",2
"aculeata",2
"erlandia",2
"s.p",2
"1246",2
"41-45",2
"biologiques",2
"1626",2
"41-46",2
"errant",2
"kenntniss",2
"salmonella",2
"salazar-vallejo",2
"adam",2
"bionomics",2
"1389",2
"1628",2
"salv",2
"samaai",2
"410",2
"esakia",2
"411",2
"salween",2
"bipunctata",2
"samarra",2
"sammenlignet",2
"1890.",2
"escosyo",2
"1248",2
"khalid",2
"eskandinabya",2
"1006",2
"adetus",2
"esp",2
"sanguinolenta",2
"khuat",2
"1249",2
"espana",2
"1069",2
"adis",2
"412",2
"españa",2
"equador",2
"killifish",2
"sant",2
"1891.",2
"sarah",2
"kilometers",2
"1891a",2
"1007",2
"bissau",2
"espesye",2
"125-128",2
"sathe",2
"414",2
"415",2
"estacion",2
"king",2
"adolph",2
"adoretini",2
"bittacidae",2
"savage",2
"adoretus",2
"adria",2
"saxophone",2
"1634",2
"sayantipiko",2
"kir",2
"sbordoni",2
"estolomimus",2
"kirghizia",2
"113-120",2
"sayo",2
"adriatiske",2
"estuaries",2
"418",2
"scandinavia",2
"biyolohista",2
"sayce",2
"419",2
"bizantina",2
"etayo",2
"kiss",2
"kitaa",2
"scarabaeides",2
"scelimenidae",2
"ethemon",2
"kiyak",2
"kiyohiko",2
"1638",2
"klado",2
"esztergom",2
"1637",2
"schein",2
"schendylurus",2
"1639",2
"klaus",2
"klima",2
"schizoprymnus",2
"etudes",2
"aeschlimann",2
"schlechtend",2
"schlegel",2
"blacus",2
"schlecht",2
"1071",2
"kmt",2
"1894.",2
"euchone",2
"aethiopische",2
"schrottky",2
"schneider",2
"schrank",2
"eugene",2
"schmiedeknecht",2
"knowlton",2
"knox",2
"kobay",2
"kobayashi",2
"eulalia",2
"1390",2
"421",2
"schwabe",2
"schwanfelder",2
"blattaria",2
"eumetazoa",2
"schweizerischen",2
"blattidae",2
"1251",2
"1-6.",2
"422",2
"koiwaya",2
"scientia",2
"kola",2
"kolbe",2
"1391",2
"koleopterologische",2
"1072",2
"schenkel",2
"schulz",2
"scolopendridae",2
"scolopendromorpha",2
"komandante",2
"scorpionfish",2
"scotland",2
"1392",2
"scorpaenidae",2
"1641",2
"blommers",2
"africane",2
"22.",2
"1252",2
"eurhadina",2
"africanus",2
"bo",2
"1393",2
"bob",2
"seas",2
"kondado",2
"1073",2
"konduktor",2
"bochusacea",2
"1253",2
"kongreso",2
"kongo",2
"427.",2
"secundo",2
"sede",2
"1644",2
"eurydice",2
"seguridad",2
"1254",2
"konrad",2
"seiulus",2
"konserbasyon",2
"afrotrop",2
"selander",2
"429",2
"19(3",2
"sellers",2
"agamidae",2
"sem",2
"euthalenessa",2
"kontinental",2
"euthystira",2
"1394",2
"eupolyodontes",2
"1646",2
"1255",2
"semir",2
"kontyû",2
"everard",2
"senegal",2
"agassiz",2
"eversmann",2
"1395",2
"koreana",2
"boidae",2
"seo",2
"1256",2
"evolution",2
"agathinae",2
"1396",2
"kosciuszko",2
"boiteau",2
"bokalista",2
"sericinae",2
"exclave",2
"excluding",2
"bola",2
"agianan",2
"1397",2
"1075",2
"bolboceras",2
"kotzsch",2
"serra",2
"koçak",2
"1130",2
"sessile-eyed",2
"sesoko",2
"kratochvíl",2
"boletín",2
"seto",2
"1398",2
"431",2
"scop",2
"sevilla",2
"1258",2
"severnaya",2
"seymour",2
"shaanxi",2
"shahid",2
"1259",2
"shark",2
"1131",2
"kristotomus",2
"19-39",2
"eya",2
"kritische",2
"shashpa",2
"1-136",2
"432",2
"shells",2
"1399",2
"agriognatha",2
"1076",2
"f.t",2
"bommer",2
"agromyza",2
"shinohara",2
"1650",2
"f.a",2
"shiino",2
"shiro",2
"shlomo",2
"kuboki",2
"shrimps",2
"1132",2
"shu-nan",2
"19.",2
"bonn",2
"siamensis",2
"agusto",2
"kuklinski",2
"fac",2
"bonnier",2
"435",2
"1008",2
"436",2
"1653",2
"sicyopus",2
"false",2
"shores",2
"kunbir",2
"familie",2
"kundi",2
"1078",2
"fanworm",2
"airport",2
"kunth",2
"kuntze",2
"silbermann",2
"boreal",2
"kurbada",2
"sigalphinae",2
"sikkim",2
"farooqi",2
"438",2
"simalurensis",2
"fasciatus",2
"borer",2
"1133",2
"simbolo",2
"kuryinti",2
"simplex",2
"kusama",2
"boris",2
"43p-44p",2
"akademia",2
"simone",2
"simpson",2
"simulium",2
"kussakin",2
"sine",2
"1134",2
"sind",2
"singapore",2
"kuwait",2
"bornéo",2
"borongan",2
"faunistik",2
"akitu",2
"kwon",2
"23-27.",2
"feature",2
"kyrgyzstan",2
"sinugboanon",2
"sinyas",2
"künckel",2
"bosq",2
"bot",2
"botanicae",2
"l.e",2
"1135",2
"1079",2
"l.m",2
"sistematiko",2
"l.p",2
"l.p.m",2
"l.r",2
"felipe",2
"botelya",2
"sisyridae",2
"bothidae",2
"labaw",2
"sixteen",2
"->",2
"1264",2
"166.",2
"447",2
"botting",2
"laboratory",2
"1136",2
"448",2
"al-ḥasan",2
"labrador",2
"alabama",2
"slobodan",2
"1265",2
"boulard",2
"fennicae",2
"slawomir",2
"fern",2
"lacepède",2
"1661",2
"smet",2
"lackerbeck",2
"lacking",2
"bourdon",2
"lacroix",2
"smodicini",2
"bourne",2
"federal",2
"1662",2
"snyder",2
"ferreira",2
"alayón",2
"soares",2
"laeve-group",2
"socialiste",2
"1137",2
"laevis",2
"lagisca",2
"bowerbank",2
"lahi",2
"1663",2
"45-48",2
"laidlaw",2
"sofia",2
"sojak",2
"fifa",2
"233-236",2
"13–18",2
"brac.",2
"soldano",2
"1666",2
"brachionus",2
"1268",2
"brachiopoda",2
"lamboj",2
"filipina",2
"filippo",2
"soprano",2
"lamellicornes",2
"brachypoda",2
"film",2
"sosyalista",2
"brachyptera",2
"1667",2
"fin",2
"450",2
"brachytroninae",2
"sound",2
"1269",2
"451",2
"lanceolatus",2
"land",2
"1-64",2
"festival",2
"451-460",2
"1668",2
"sousa",2
"south-east",2
"braconides",2
"452",2
"lankan",2
"spach",2
"alderweireldt",2
"lanyu",2
"453",2
"lanzarote",2
"1139",2
"laoag",2
"spec",2
"alefeld",2
"lap",2
"454",2
"specific",2
"alejandro",2
"specimens",2
"laporte",2
"lapsus",2
"1-25",2
"speleol",2
"speijer",2
"455",2
"fitzpatrick",2
"flavipennis",2
"brandis",2
"456",2
"last",2
"lateral",2
"spinnenarten",2
"floating",2
"457",2
"spirorbinae",2
"spix",2
"latino",2
"127-133",2
"458",2
"spring",2
"springer",2
"latrunculiidae",2
"latteur",2
"167.",2
"sponge",2
"square",2
"foerst",2
"lauren",2
"fondamental",2
"lauterer",2
"brauns",2
"algerie",2
"alexeev",2
"algumas",2
"stalk-",2
"algunos",2
"stange",2
"laínz",2
"algérie",2
"breddin",2
"1672",2
"leaf-hoppers",2
"breedlove",2
"formae",2
"league",2
"stebbing",2
"462",2
"alicante",2
"brender",2
"alicata",2
"formerly",2
"stehmann",2
"brenske",2
"stejneger",2
"1674",2
"1080",2
"aldabra",2
"spolia",2
"steene",2
"1675",2
"formosotoxotus",2
"24.",2
"1676",2
"sternberg",2
"464",2
"1270",2
"brett",2
"lehislatibo",2
"stiinte",2
"lehtinen",2
"fox",2
"brevicornis",2
"465",2
"466",2
"stomatopoda",2
"leiognathus",2
"1678",2
"467",2
"fragm",2
"stephens",2
"allan",2
"stratiodrilus",2
"alleni",2
"streisand",2
"stridulation",2
"lennon",2
"strouhal",2
"1081",2
"lentipes",2
"franganillo",2
"frances",2
"stud",2
"leone",2
"469",2
"studiorum",2
"leopold",2
"1140",2
"studio",2
"1272",2
"bristowe",2
"franken",2
"stylops",2
"britaev",2
"subdisiplina",2
"1082",2
"leptogaster",2
"47-58",2
"leptotyphlops",2
"britt",2
"140-143",2
"subtidal",2
"1141",2
"alomyini",2
"frederic",2
"leroy",2
"245-250",2
"sudamerikanische",2
"sudeste",2
"sudan",2
"freiherr",2
"lessert",2
"suetonius",2
"1142",2
"sugar",2
"sugiyama",2
"frey",2
"1683",2
"brongersma",2
"1920-1922.",2
"sulla",2
"brothers",2
"473",2
"brouillet",2
"subalpine",2
"sultanato",2
"frolov",2
"474",2
"fromont",2
"lew",2
"1143",2
"sumpay",2
"475-479",2
"1402",2
"sundalo",2
"1687",2
"liao",2
"libano",2
"libellen",2
"476",2
"libellulinae",2
"libellulines",2
"fuer",2
"liberia",2
"477",2
"1403",2
"supremo",2
"libro",2
"bryconamericus",2
"sustansya",2
"1278",2
"1404",2
"1689",2
"svalbard",2
"247-251",2
"alvinellidae",2
"1144",2
"swart",2
"247-252",2
"brøndsted",2
"1405",2
"swezey",2
"1277",2
"sveciae",2
"1279",2
"swift",2
"funk",2
"swirski",2
"1010",2
"limnichidae",2
"1145",2
"fuzetek",2
"480",2
"sympetrum",2
"félix",2
"further",2
"amakusa",2
"1406",2
"lincei",2
"amaral",2
"syngnathidae",2
"1407",2
"1690",2
"linearis",2
"linell",2
"buddhista",2
"sybra",2
"förhandlinger",2
"482",2
"lingnan",2
"synonymiques",2
"1691",2
"g.d",2
"syrien",2
"1086",2
"1408",2
"1011",2
"linyales",2
"485",2
"amazonia",2
"buhat",2
"1409",2
"sumba",2
"1084",2
"g.n",2
"1693",2
"g.r.s",2
"sánchez",2
"g.th",2
"sänger",2
"1280",2
"489",2
"25(2",2
"gachalá",2
"t.&",2
"1281",2
